id,term,term_en,explanation
04.145,甲板间舱壁,tweendeck bulkhead,两层甲板或平台与甲板之闾的舱壁。
04.146,防撞舱壁,collision bulkhead,船首最前面的一道水密横舱壁。
04.147,尖舱舱壁,afterpeak bulkhead,船尾最后面的一道水密横舱壁。
04.148,深舱舱壁,deep tank bulkhead,组成深舱的舱璧。
04.149,水密舱壁,watertight bulkhead,在规定压力下能保持不透水的舱壁。
04.150,非水密舱壁,non-watertight bulk-head,无水密要求的舱壁。
04.151,油密舱壁,oiltight bulkhead,在规定压力下能保持不透油的舱壁。
04.152,防火舱壁,fireproof bulkhead,用以分隔防火区并能限制火灾蔓延的舱壁。
04.153,制荡舱壁,swash bulkhead,液舱内为降低液体剧烈晃动所产生的冲击力而设置的带孔舱壁。
04.154,制荡板,swash plate,"液舱内,为降低液体剧烈晃动而装设的不伸到舱底的竖向平板。"
04.155,局部舱壁,partial bulkhead,沿船宽或船长方向仅延伸至舱室一部分的舱壁。
04.156,舱壁座,bulkhead stool,"舱壁上、下边缘与甲板或船底板之间,加装的梯形断面结构。"
04.157,舱壁龛,bulkhead recess,舱壁的一部分凹入而形成的龛状结构。
04.158,舱壁板,bulkhead plate,组成舱壁的板材。
04.159,舱壁骨架,bulkhead framing,组成舱壁的骨架。
04.160,舱壁扶强材,bulkhead stiffener,"舱壁骨架中,主要承受舱壁压力的骨材。"
04.161,水平桁,horizontal girder,舱壁上，用来支持竖向扶强材或槽型舱壁的水平桁材。
04.162,竖桁,vertical girder,"舱壁上,用来支持水平扶强材、槽形舱壁板或甲板纵析的竖向桁材。"
04.163,轴隧,shaft tunnel,"从机舱到船尾,围罩轴系并可供人员通过的水密隧道。"
04.164,轴隧艉室,tunnei recess,轴隧昵端的扩大部分。
04.165,推力轴承龛,thrust block niche,轴隧前端的扩大部分。
04.166,主机基座,main engine foundation,装设主机用的基座。
04.167,辅机基座,auxiliary seating,装设辅机用的基座。
04.168,锅炉座,"boiler foundation,boiler bearer",装设锅炉用的基座。
04.169,推力轴承座,thrust bearing scating,装设推力轴承用的基座。
04.170,艏部结构,stem structure,"防撞舱壁以前,上甲板以下的船体结构。"
04.171,艏柱,stem,"船体最前端,从船底到甲板,连接两侧外板和龙骨的构件。"
04.172,艏封板,bow transom plate,方形船首的崩端外板。
04.173,强胸结构,panting arrangernent,"航.A部用以抵抗水冲击力,减小局部振动的加强结构。"
04.174,强胸横梁,panting beam,"强胸结构中,用以支撑舷侧纵析的横构件。"
04.175,艉部结构,stern structure,"昵尖舱舱壁以后,.上甲板以下的船体结构。"
04.176,艉封板,stern transom plate,方形船尾的昵端封板。
04.177,艉柱,stern post,"船尾端,从船底到舰肋板,连接两侧外板和龙骨的构件。"
04.178,舵柱,rudder post,挂舵的立柱。
04.179,挂舵臂,rudder horn,支承半悬挂舵的臂状构件。
04.180,推进器柱,propeller post,艉柱结构中用以支承桨轴的竖向弓形构件。
04.181,轴毂,propeller boss,"推进器柱中央,横向鼓出的轴承座。"
04.182,艉柱底骨,sole piece,航柱底部连接螺旋桨柱和舵桂或支承下舵销的杆材。
04.183,高肋板,deep floor,设在航﹑航端的较高的肋板。
04.184,上层建筑,superstructure,"又称“船楼”。上甲板上由一舷伸至另一舷的,或其侧壁板离船侧外板向内不大于4%船宽的围蔽建筑。习惯上又指上甲板以上各种围蔽建筑物的统称。"
04.185,艏楼,forecastle,船首部的船楼。
04.186,桥楼,bridge,船中部的船楼。
04.187,艉楼,poop,船尾部的船楼。
04.188,甲板室,deck house,"上甲板上,外侧璧板距船侧外板向内大于4%船宽的围蔽建筑。"
04.189,围壁,trunk buikhead,上层建筑的前端壁.侧壁和后端壁的总称。
04.190,前端壁,front bulkhead,上层建筑的前壁。
04.191,后端壁,aft bulkhead,上层建筑的后壁。
04.192,炉舱棚,boiler room casing,自锅炉舱通至露天的围井及顶盖。
04.193,檐板,curtain plate,上层建筑甲板自由边缘的围板条。
04.194,天桥,connecting bridge,架设在露天甲板之上，沟通分设的上层建筑之间的通道。
04.195,片体,demihull,双体船的两个单体。
04.196,连接桥,cross structure,连接两个片体的强力结构。
04.197,抗扭箱,torsion box,为抵抗扭矩而设置的箱形结构。
04.198,船体强度,hull strength,船体结构抵抗外界作用力的能力。船宽的围蔽建筑。习惯上又指上甲板以上各种围蔽建筑物的统称。
04.185,道楼,forecastle,船首部的船楼。
04.186,桥楼,bridge,船中部的船楼。
04.187,艉楼,poop,船尾部的船楼。
04.188,甲板室,deck house,"上甲板上,外侧璧板距船侧外板向内大于4%船宽的围蔽建筑。"
04.189,围壁,trunk buikhead,上层建筑的前端壁.侧壁和后端壁的总称。
04.190,前端壁,front bulkhead,上层建筑的前壁。
04.191,后端壁,aft bulkhead,上层建筑的后壁。
04.192,炉舱棚,boiler room casing,自锅炉舱通至露天的围井及顶盖。
04.193,檐板,curtain plate,上层建筑甲板自由边缘的围板条。
04.194,天桥,connecting bridge,架设在露天甲板之上，沟通分设的上层建筑之间的通道。
04.195,片体,demihull,双体船的两个单体。
04.196,连接桥,cross structure,连接两个片体的强力结构。
04.197,抗扭箱,torsion box,为抵抗扭矩而设置的箱形结构。
04.198,船体强度,hull strength,船体结构抵抗外界作用力的能力。
04.199,总纵强度,longitudinal strength,船体抵抗总纵弯曲外力的能力。
04.200,坐坞强度,docking strength,"船舶进坞置于坞墩上时,船体结构抵抗自身重力与墩木反作用力的能力。"
04.201,扭转强度,torsional strength,船体抵抗外扭矩的能力。
04.202,横向强度,transverse strength,船体横向结构抵抗相应外力的能力。
04.203,局部强度,local strengtb,船体菜一局部结构抵抗外力的能力。
04.204,船体板架强度, hull grillage strength,船体板架承受载荷的能力。
04.205,肋骨框架强度,frame ring strength,船体肋骨平面刚架承受载荷的能力。
04.206,上层建筑强度,superstructure strength,上层建筑结构承受载荷的能力。
04.207,波浪要素,wave parameters,表征波浪外形特征的址。主要指波型、波高和波长。
04.208,冲击,impact,船体内部或外部与液体表面突然撞击的现象。
04.209,砰击,slamming,"波面与船底或因箔外飘以及甲板上浪发生的严重冲击,导致船体总振动的现象。"
04.210,捶击,pounding,波面对船侧或船底产生短皙强烈的冲击现象。
04.211,拍击,slapping,波面与船体间产生不严重的冲击现象。
04.212,晃荡,sloshing,船体内部的液体因晃动而产生对船体结构的冲击现象。
04.213,波浪冲击载荷,wave impact load,由于波浪冲击而作用在船体上的载荷。
04.214,海损载荷,damaged load,由海损事故引起的作用在船体结构上的载荷。
04.215,计算状态,rated condition,船体强度计算中所选取的船舶典型工作状态。
04.216,计算载荷,design load,又称“设计载荷”。设计计算状态下所取的作用在船体结构上的载荷。
04.217,砰击载荷,slamrning load,由砰击所引起的作用在船体结构上的载荷。
04.218,冰块挤压力,ice-extruding force,航行于冰区的船舶所受到冰块对船体结构的挤压作用力。
04.219,船体强度标准,strength criteria of ship,"在船舶整体或局部结构的强度计算中,对应于“定的计算方案和方法所规定的应力、变形与载荷的最大容许值。"
04.220,计算水头,calculated water head,计算载荷的相当水柱高度。
04.221,总纵弯曲,longitudinal bending,由作用在船体上的重力、浮力、波浪水动力和惯性力等引起的船体整体绕水平横轴的弯曲。
04.222,中拱,hogging,"船体肿部上拱,道﹑腥部下垂的弯曲状态。"
04.223,中垂,sagging,"船体钟部下垂,新、呢部上翘的弯曲状态。"
04.224,空船重量分布,light weight distri-bution,空船重量沿船长方向的分布。
04.225,载重量分布,deadweight distribu-tion,载重量沿船长方向的分布。
04.226,重量曲线,weight curve,表示在某一计算状态下船舶全部重最沿船长分布状况的曲线。
04.227,浮力曲线,buoyancy curve,表示在某一计算状态下浮力沿船长分布状况的曲线。
04.228,载荷曲线,load curve,"表示船体或构件上载荷沿船长或构件长度分布状况的曲线。在总纵强度计算中,载荷曲线是重量曲线与浮力曲线相应纵坐标差值的曲线。"
04.229,静水剪力,still water shearing force,静水中，由于重力和浮力的作用而在船体横剖面上产生的剪力。
04.230,静水弯矩,still water bending mo-ment,"静水中,由于重力和浮力的作用面在船体横剖面上产生的弯矩。"
04.231,静波浪剪力,still wave shearing force,"船舶静置于波浪上,由于波面下的浮力分布相对于原静水面下的浮力分布的变化而产生的剪力。"
04.232,静波浪弯矩,still wave bending mo-rnent,船舶静置于波浪上，由于波面下的浮力分布相对于原静水面下的浮力分布的变化而产生的弯矩。
04.233,静合成剪力,statical resultant shea-ring force,船体在同一状态下的静水剪力与静波浪剪力的代数和。
04.234,静合成弯矩,statical resultant bend-ing monent,船体在同-状态下的静水弯矩和静波浪弯矩的代数和。
04.235,船体极限弯矩,ultimate bending moment of ship hull," 中横剖面中离中和轴最远的纵向强力构件上的应力达到材料的屈服极限或临界应力时,整个剖面相应地所能承受的弯矩值。"
04.236,动弯矩,dynamical bending moment,"船舶在波浪上运动时,由于波浪水动力、惯性力等作用而产生的弯矩。"
04.237,斜置修正,heading to oblique wave correction,"计算内河船舶静波浪弯矩(剪力)时,考虑到船舶斜置于波浪上的情况,所引进的对水线高度沿船宽变化的修正。"
04.238,波浪水动压力修正,Smith correc-tion,"考虑到波浪中水分子运动所产生的惯性力的影响,而对按静水压力计算的浮力所作的修正。"
04.239,船体等值梁,equivalent hull girder,"将所有参加总纵弯曲的纵向强力构件,不改变它们在船深方向的位置,把它们的断面积归并到船舶的中线面处而构成的就抵抗总纵弯曲而言与船体等效的梁。"
04.240,计算剖面,rated section,在等值梁计算中所选取的可能出现最大应力的船体横剖面。
04.241,纵向强力构件,longitudinal strength member,沿船长方向布置的、参与抵抗总纵弯曲的构件。
04.242,刚性构件,rigid member,在抵抗总纵弯曲时不致失稳的骨材及其带板。
04.243,柔性构件,flexible mernber,可能失稳或其他原因使其抵抗总纵弯曲能力减弱的纵向构件。
04.244,折减系数,reduction coefficient,"在等值梁计算中,将柔性构件的剖面面积化为相当的刚性构件的剖面面积时所乘的系数。"
04.245,船体中和轴,neutral axis of hull girder,船体总纵弯曲的中性面与计算剖面的交线。
04.246,舯剖面惯性矩,monent of inertia of midship section,等值梁计算剖面对其船体中和轴的惯性矩。
04.247,甲板剖面模数,deck section modulus，top section modulus,计算剖面惯性矩除以船体中和轴到强力甲板边缘的距离所得之商。
04.248,船底剖面模数,bottom section mod-ulus,计算剖面惯性矩除以船体中和轴到船底基平面的距离所得之商。
04.249,总纵弯曲正应力,normal stress due to longitudinal bending moment,由总纵弯曲引起的等值梁计算剖面上的正应力。
04.250,总纵弯曲剪应力,shearing stress due to longitudinal bending moment,由总纵弯曲引起的等值梁计算剖面上的剪应力。
04.251,船体水平弯曲强度,hull horizontal bending strength,船体抵杭水平弯曲的能力。
04.252,船体挠度,hull deflection,"船体因总纵弯矩,剪力和温度差所产生的挠度。"
04.253,船体刚度,hull stiffness,船体抵抗总纵弯曲变形的能力。
04.254,承载能力,load carrying capacity,船体结构在破坏前按失效模式可能承受的最大载荷。
04.255,波浪扭矩,wave torsional moment,船舶斜浪航行时，由波浪载荷在船体横剖面上所引起的扭矩。
04.256,货物扭矩,cargo torsional moment,由于货物沿船舶中线呈左、右舷不对称装载所引起的扭矩。
04.257,横摇扭矩,rolling torsional moment,船舶横摇运动在船体横剖面上所引起的扭矩。
04.258,局部弯曲,local bending,船体局部结构或构件在相应的外载荷作用下引起的弯曲。
04.259,应力集中,stress concentration,"结构或构件承受载荷时,在其形状与尺寸突变处所引起应力显著增大的现象。"
04.260,带板,band plate,"在船体结构的强度与稳定性计算中,被认为同骨材和珩材一起工作的并与其毗连的那--部分板。"
04.261,计算图式,rated figure,"计算船体结构的局部强度时,将所计算的实际结构在保持其受力与变形主要特征的前提下,抽象为便于计算的简化力学模型。"
04.262,船体结构稳定性,hull structural stabiliry,船体的某些结构或构件在压力或其他外力作用下保持其原有平衡状态的能力。
04.263,船体概率强度,probabilistic strength of ship,用概率分析方法确定的船体强度。
04.264,船体应力测量,hull stress measure-ment,对船体结构、构件或其结构模型在外载荷作用下所产生的应力(应变)所进行的测量工作。
04.265,总纵强度试验,lorgitudinal strength test,为判断或研究船体总纵强度所进行的试验。
04.266,局部强度试验,local strength test,为判断或研究船体局部结构强度所进行的试验。
04.267,扭转强度试验,torsional strength test,为判断或研究大开口船或其他新型船舶的扭转强度所进行的试验。
04.268,结构试验平台,structure testing platforn,对船体或其分段、板架、构件等模型进行强度试验的专用设备。
04.269,船体结构相似模型,hull structure similar model,按满足一定的相似准则制作的船体结构模型。
04.270,船体振动,ship vibration,船体及其结构的振动。
04.271,船体梁振动,hull girder vibration,船体所发生的，类似于全自由变断面空心梁的振动。
04.272,总振动,global vibration,船体梁所发生的整体性振动。
04.273,垂向弯曲振动,vertical flexural vi-bration,船体梁在中纵剖面内所发生的沿铅垂方向的弯曲振动。
04.274,水平弯曲振动,-horizontal flexural vibration,船体梁在水线面内所发生的水平方向的弯曲振动。
04.275,纵向振动,longitudinal vibration,船体梁各横剖面沿船体纵轴的伸缩往复振动。
04.276,局部振动,local vibration,船体局部结构的振动。
04.277,船体扭转振动,hull torsional vibra-tion,船体横剖面绕纵轴所发生的扭转振动。
04.278,总体一局部耦合振动,coupled vi-bration between huli and local struc-tures,船体梁与其局部结构之间的耦合振动。
04.279,船体振动性态,hull vibration be-haviour,船体结构的振动特征。指模态、频率和阻尼。
04.280,船体固有振动频率,hull natural fre-quency,船体梁各种振动模态的固有频率。决定于其质量、刚度.阻尼和形状等固有性质。
04.281,船体振动阻尼,hull vibration damp-ing,"阻滞船体振动,使其振动能量随时间耗散的作用。主要有流体动力随尼、货物阻尼和结构阻尼。"
04.282,艉部振动,stern vibration,由船上的主要激振源激起的舰部结构区域的船体振动。
04.283,振动烈度,vibration severity,"在规定的试验条件下,重复出现的周期性或稳态而有代表性的最大振幅值。"
04.284,干扰力,exciting force,"又称""激励力”。作用于船舶并使其发生振动的各种作用力的总称。"
04.285,表面力,surface force,"螺旋桨运转时,因水压力变化引起的作用于螺旋桨附近船体外表面上的脉动水压力部分。"
04.286,轴承力,bearing force,通过轴系传递到船体的螺旋桨激振力部分。
04.287,叶频,blade frequency,数值为螺旋桨转速与叶片数之积的频率。
04.288,冲荡,whipping,又称“击振”。船体梁受波浪砰击而产生的船体短时总振动。
04.289,波激振动,springing,"又称“弹振”。当船体的一阶固有频率与遭遇波浪频率相等时,所诱导的稳态二节点垂向振动。"
04.290,振动允许界限,aliowable limit of vi-bration,对船体.设备及人体无严重影响的振动参数的界限值。
04.291,人体振动允许界限,allowable limit of vibration to human body,不致引起人员工.作效率下降、不舒适感和危及人体健康的振动参数的界限值。
04.292,避振穴,cave for damping,在螺旋桨上方船壳板上开设的用以减小螺旋桨脉动水压力的孔穴。
04.293,自由航迹试验,free route test,"船舶以某固定航向且操舵为最小(±2"")航行时,从1/2最大转速到最大转速之间,按3-10档次调速,用以测量船体振动特性的试验。"
04.294,船体振动对数裘减率,hull vibrationlogarithmic decrement,以对数形式表示的船体振动的阻尼值。
04.295,抛锚激振试验,anchor drop andsnub test,"在船舶静止状态下,将锚自由下落,并在触及海底前急速制动,以激起船体振动的试验。"
04.296,激振试验,exciter test,"在船上安装激振机等方法,用以改变激励力及其频率,来激起船体不同形式的振动,以测量船体固有频率、振形和阻尼的试验。"
04.297,激振机,vibration exciter,用来激起可控制的周期性扰动力使结构产生受迫振动的装置。
04.298,船舶振动测量,measurement of ship vibration,"船体梁总振动时,对船体局部结构和某些设备的振动频率、加速度、速度和振幅等参数的测量。"
04.299,船舶噪声,ship noise,船舶上各种噪声源所引起噪声的总称。
04.300,结构噪声,structure borne noise,又称“固体噪声”。固体构件(如机器基座、船体结构等)受激励振动及振动传递所产生的噪声。
04.301,机械噪声,mechanical noise,机械运转中由机件的摩擦﹑撞击、不平衡力等作用引起机件本身以及机体的振动而产生的噪声。
04.302,螺旋桨噪声,propeller noise,螺旋桨产生的湍流、以及桨叶、轴系等机械振动所产生的噪声。
